Lemma,Stem,Paradigm,Class,Translation,Source
niboowidaabaan,niboowidaabaan,NA,NA_C,"a hearse",https://ojibwe.lib.umn.edu/main-entry/niboowidaabaan-na
waabanoo-nagamon,waabanoo-nagamon,NI,NI_C,"Wabeno song",https://ojibwe.lib.umn.edu/main-entry/waabanoo-nagamon-ni
gichiwaakwa'igan,gichiwaakwa'igan,NI,NI_C,"something that pins or clamps things down: a peg, a clamp, a clothespin, a  safety ring on a trap",https://ojibwe.lib.umn.edu/main-entry/gichiwaakwa-igan-ni
izhinoo'igan,izhinoo'igan,NI,NI_C,"a pointer",https://ojibwe.lib.umn.edu/main-entry/izhinoo-igan-ni
ojiig,ojiig,NA,NA_C,"a fisher",https://ojibwe.lib.umn.edu/main-entry/ojiig-na
giikanaabate-gookoosh,giikanaabate-gookoosh,NA,NA_C,"bacon",https://ojibwe.lib.umn.edu/main-entry/giikanaabate-gookoosh-ni
miiziiwigamig,miiziiwigamigw2,NI,NI_Cw,"a toilet, a bathroom, an outhouse, a privy",https://ojibwe.lib.umn.edu/main-entry/miiziiwigamig-ni
zhishigagowezigan,zhishigagowezigan,NI,NI_C,"an emetic: a medicine used to induce vomiting",https://ojibwe.lib.umn.edu/main-entry/zhishigagowezigan-ni
aazhawa'ookiiwin,aazhawa'ookiiwin,NI,NI_C,"a poled ferry",https://ojibwe.lib.umn.edu/main-entry/aazhawa-ookiiwin-ni
awazoo-gizhaabikizigan,awazoo-gizhaabikizigan,NI,NI_C,"a heater, a wood stove for heating",https://ojibwe.lib.umn.edu/main-entry/awazoo-gizhaabikizigan-ni
asasaweminaaboo,asasaweminaaboow2,NI,NI_VV,"chokecherry tea",https://ojibwe.lib.umn.edu/main-entry/asasaweminaaboo-ni
makade,makadew2,NI,NI_VV,"black gunpowder",https://ojibwe.lib.umn.edu/main-entry/makade-ni
wanashkidiigwan,wanashkidiigwan,NA,NA_C,"a tail feather",https://ojibwe.lib.umn.edu/main-entry/wanashkidiigwan-na
ziigwebinigewakik,ziigwebinigewakikw2,NA,NA_Cw,"a slop pail",https://ojibwe.lib.umn.edu/main-entry/ziigwebinigewakik-na
wiishkobi-mitigomizh,wiishkobi-mitigomizhy,NA,NA_C,"white oak",https://ojibwe.lib.umn.edu/main-entry/wiishkobi-mitigomizh-na
gagwaadagendamowin,gagwaadagendamowin,NI,NI_C,"despair, suffering, grieving",https://ojibwe.lib.umn.edu/main-entry/gagwaadagendamowin-ni
manidoo,manidoow2,NA,NA_VV,"a manitou, a spirit, god",https://ojibwe.lib.umn.edu/main-entry/manidoo-na
makadewaako-manoomin,makadewaako-manoomin,NI,NI_C,"black wild rice",https://ojibwe.lib.umn.edu/main-entry/makadewaako-manoomin-ni
noozis,noozis,NAD,NAD_C,"my grandchild",https://ojibwe.lib.umn.edu/main-entry/noozis-nad
gashkigwaasonaabik,gashkigwaasonaabikw2,NI,NI_Cw,"a sewing machine",https://ojibwe.lib.umn.edu/main-entry/gashkigwaasonaabik-ni
baaga'adowaan,baaga'adowaan,NI,NI_C,"a lacrosse stick",https://ojibwe.lib.umn.edu/main-entry/baaga-adowaan-ni
gikinjinikepizon,gikinjinikepizon,NI,NI_C,"a bracelet; an armband",https://ojibwe.lib.umn.edu/main-entry/gikinjinikepizon-ni
zid,zid,NID,NID_aa,"my foot",https://ojibwe.lib.umn.edu/main-entry/nizid-nid
bimiwanaan,bimiwanaan,NI,NI_C,"a pack; a backpack",https://ojibwe.lib.umn.edu/main-entry/bimiwanaan-ni
wiiwish,wiiwish,NA,NA_C,"a peewee",https://ojibwe.lib.umn.edu/main-entry/wiiwish-na
mayagi-anishinaabe,mayagi-anishinaabew2,NA,NA_VV,"a non-local Indian",https://ojibwe.lib.umn.edu/main-entry/mayagi-anishinaabe-na
gichi-mookomaan,gichi-mookomaan,NA,NA_C,"",https://ojibwe.lib.umn.edu/main-entry/gichi-mookomaan-na
ma'iingan,ma'iingan,NA,NA_C,"a wolf",https://ojibwe.lib.umn.edu/main-entry/ma-iingan-na
oshkaya'ii,oshkaya'iiw2,NA,NA_VV,"something new; something young",https://ojibwe.lib.umn.edu/main-entry/oshkaya-ii-na
ziinzibaakwadwaatig,ziinzibaakwadwaatigw2,NA,NA_Cw,"a maple",https://ojibwe.lib.umn.edu/main-entry/ziinzibaakwadwaatig-na
anama'eminensag,anama'eminens,NA,NA_C,"prayer beads: a rosary",https://ojibwe.lib.umn.edu/main-entry/anama-eminensag-na
zhooshkwaada'aagan,zhooshkwaada'aagan,NA,NA_C,"a skate, an ice skate",https://ojibwe.lib.umn.edu/main-entry/zhooshkwaada-aagan-na
adiko-wiiyaas,adiko-wiiyaas,NI,NI_C,"caribou meat",https://ojibwe.lib.umn.edu/main-entry/adiko-wiiyaas-ni
wewese'igan,wewese'igan,NI,NI_C,"a fan",https://ojibwe.lib.umn.edu/main-entry/wewese-igan-ni
mooz,moozw2,NA,NA_Cw,"a moose",https://ojibwe.lib.umn.edu/main-entry/mooz-na
madwewechigan,madwewechigan,NI,NI_C,"a musical instrument (especially a keyboard instrument): a piano, an organ",https://ojibwe.lib.umn.edu/main-entry/madwewechigan-ni
moozobwaam,moozobwaam,NI,NI_C,"a moose hindquarter",https://ojibwe.lib.umn.edu/main-entry/moozobwaam-ni
ayezhininjii-minjikaawan,ayezhininjii-minjikaawan,NA,NA_C,"a glove",https://ojibwe.lib.umn.edu/main-entry/ayezhininjii-minjikaawan-na
biimiskonigan,biimiskonigan,NI,NI_C,"a screw",https://ojibwe.lib.umn.edu/main-entry/biimiskonigan-ni
animikiiwazison,animikiiwazison,NI,NI_C,"a thunderbird nest",https://ojibwe.lib.umn.edu/main-entry/animikiiwazison-ni
adoopiibag,adoopiibagw2,NI,NI_Cw,"an alder leaf",https://ojibwe.lib.umn.edu/main-entry/adoopiibag-ni
gizhaabateyaabikizigan,gizhaabateyaabikizigan,NI,NI_C,"a microwave oven",https://ojibwe.lib.umn.edu/main-entry/gizhaabateyaabikizigan-ni
waawiizhaandiwin,waawiizhaandiwin,NI,NI_C,"a dance where people are invited to dance by others with a gift",https://ojibwe.lib.umn.edu/main-entry/waawiizhaandiwin-ni
mikwam,mikwamy2,NA,NA_Cy,"ice",https://ojibwe.lib.umn.edu/main-entry/mikwam-na
enigoo,enigoow2,NA,NA_VV,"a big ant",https://ojibwe.lib.umn.edu/main-entry/enigoo-na
naabikwaan,naabikwaan,NI,NI_C,"a ship",https://ojibwe.lib.umn.edu/main-entry/naabikwaan-ni
bagidanaamowin,bagidanaamowin,NI,NI_C,"breathing,  breath",https://ojibwe.lib.umn.edu/main-entry/bagidanaamowin-ni
wiininwaabik,wiininwaabikw2,NA,NA_Cw,"(a piece of) milky quartz",https://ojibwe.lib.umn.edu/main-entry/wiininwaabik-na
mitigonaagan,mitigonaagan,NI,NI_C,"a wooden dish or bowl",https://ojibwe.lib.umn.edu/main-entry/mitigonaagan-ni
giizhik,giizhik,NA,NA_C,"a cedar (tree)",https://ojibwe.lib.umn.edu/main-entry/giizhik-na
waaboozwaaboo,waaboozwaaboow2,NI,NI_VV,"rabbit soup",https://ojibwe.lib.umn.edu/main-entry/waaboozwaaboo-ni
kwegan,kwegan,NID,NID_C,"STEM FOR: back of neck",https://ojibwe.lib.umn.edu/main-entry/kwegan-nid
ginebig,ginebigw2,NA,NA_Cw,"a snake",https://ojibwe.lib.umn.edu/main-entry/ginebig-na
biiwaabiko-moozhwaagan,biiwaabiko-moozhwaagan,NI,NI_C,"tinsnips, metal shears",https://ojibwe.lib.umn.edu/main-entry/biiwaabiko-moozhwaagan-ni
gikiwe'on,gikiwe'on,NI,NI_C,"a flag",https://ojibwe.lib.umn.edu/main-entry/gikiwe-on-ni
anishinaabe-maawandoogwaason,anishinaabe-maawandoogwaason,NI,NI_C,"an Indian quilt",https://ojibwe.lib.umn.edu/main-entry/anishinaabe-maawandoogwaason-ni
waabijiigwan,waabijiigwan,NA,NA_C,"a grey feather",https://ojibwe.lib.umn.edu/main-entry/waabijiigwan-na
waabishki-manidoominens,waabishki-manidoominens,NA,NA_C,"a white bead",https://ojibwe.lib.umn.edu/main-entry/waabishki-manidoominens-na
ashaweshk,ashaweshkw2,NI,NI_Cw,"a sword",https://ojibwe.lib.umn.edu/main-entry/ashaweshk-ni
mashwens,mashwens,NA,NA_C,"a handkerchief",https://ojibwe.lib.umn.edu/main-entry/mashwens-na
mikond,mikondy2,NA,NA_Cy,"a binding stick on a basket",https://ojibwe.lib.umn.edu/main-entry/mikond-na
minomaagochigan,minomaagochigan,NI,NI_C,"perfume",https://ojibwe.lib.umn.edu/main-entry/minomaagochigan-ni
oshkiinzhigokewinini,oshkiinzhigokewininiw2,NA,NA_Vw,"an eye doctor, an optometrist",https://ojibwe.lib.umn.edu/main-entry/oshkiinzhigokewinini-na
danakiiwin,danakiiwin,NI,NI_C,"home; place of residence",https://ojibwe.lib.umn.edu/main-entry/danakiiwin-ni
madoodiswan,madoodiswan,NI,NI_C,"a sweat lodge",https://ojibwe.lib.umn.edu/main-entry/madoodiswan-ni
mandaamini-gitigaan,mandaamini-gitigaan,NI,NI_C,"a corn field",https://ojibwe.lib.umn.edu/main-entry/mandaamini-gitigaan-ni
wiiweginigan,wiiweginigan,NI,NI_C,"a wrapped package or pack",https://ojibwe.lib.umn.edu/main-entry/wiiweginigan-ni
nagweyaab,nagweyaabiin,NI,NI_C,"a rainbow",https://ojibwe.lib.umn.edu/main-entry/nagweyaab-ni
we'wewi-bimide,we'wewi-bimidew2,NI,NI_VV,"snow goose grease",https://ojibwe.lib.umn.edu/main-entry/wewe-wi-bimide-ni
doon,doon,NID,NID_C,"your mouth",https://ojibwe.lib.umn.edu/main-entry/gidoon-nid
ataadiwin,ataadiwin,NI,NI_C,"a gambling game, a wager",https://ojibwe.lib.umn.edu/main-entry/ataadiwin-ni
bagone'igan,bagone'igan,NI,NI_C,"a drill",https://ojibwe.lib.umn.edu/main-entry/bagone-igan-ni
waabishki-miigwan,waabishki-miigwan,NA,NA_C,"a white feather",https://ojibwe.lib.umn.edu/main-entry/waabishki-miigwan-na
gakaaga'ogaan,gakaaga'ogaan,NI,NI_C,"a house-like lodge",https://ojibwe.lib.umn.edu/main-entry/gakaaga-ogaan-ni
mashkiigiminagaawanzh,mashkiigiminagaawanzhy2,NI,NI_Cy,"a lowbush cranberry bush",https://ojibwe.lib.umn.edu/main-entry/mashkiigiminagaawanzh-ni
noosooki-desabiwin,noosooki-desabiwin,NI,NI_C,"a soft upholstered chair, an easy chair, a recliner",https://ojibwe.lib.umn.edu/main-entry/noosooki-desabiwin-ni
bawa'iminagaawanzh,bawa'iminagaawanzhy2,NA,NA_Cy,"a pin cherry bush",https://ojibwe.lib.umn.edu/main-entry/bawa-iminagaawanzh-na
bibooni-giizis,bibooni-giizisw2,NA,NA_Cw,"December",https://ojibwe.lib.umn.edu/main-entry/bibooni-giizis-na
baapaagokozhiwewinini,baapaagokozhiwewininiw2,NA,NA_Vw,"a barber; a (male) hairdresser",https://ojibwe.lib.umn.edu/main-entry/baapaagokozhiwewinini-na
anikamaanan,anikamaan,NI,NI_C,"suspenders; shoulder straps of a traditional Anishinaabe dress",https://ojibwe.lib.umn.edu/main-entry/anikamaanan-ni
amiko-nagwaagan,amiko-nagwaagan,NI,NI_C,"a beaver snare",https://ojibwe.lib.umn.edu/main-entry/amiko-nagwaagan-ni
misakakojiish,misakakojiish,NA,NA_C,"a badger",https://ojibwe.lib.umn.edu/main-entry/misakakojiish-na
odisiiyaaby,odisiiyaaby2,NID,NID_Cy,"",https://ojibwe.lib.umn.edu/main-entry/odisiiyaab-nid
aasodoodooshimebizon,aasodoodooshimebizon,NI,NI_C,"a brassiere",https://ojibwe.lib.umn.edu/main-entry/aasodoodooshimebizon-ni
giziibiiga'igewigamig,giziibiiga'igewigamigw2,NI,NI_Cw,"a laundry room, a laundromat",https://ojibwe.lib.umn.edu/main-entry/giziibiiga-igewigamig-ni
jiibay,jiibay,NA,NA_C,"a ghost; a spirit",https://ojibwe.lib.umn.edu/main-entry/jiibay-na
mashkiigobagwaabo,mashkiigobagwaabow2,NI,NI_Vw,"swamp tea",https://ojibwe.lib.umn.edu/main-entry/mashkiigobagwaabo-ni
animwaabid,animwaabid,NI,NI_C,"a dogtooth",https://ojibwe.lib.umn.edu/main-entry/animwaabid-ni
mikwamii-makak,mikwamii-makakw2,NI,NI_Cw,"an ice box, a refrigerator",https://ojibwe.lib.umn.edu/main-entry/mikwamii-makak-ni
zagaswe'idiwin,zagaswe'idiwin,NI,NI_C,"a council, a council meeting",https://ojibwe.lib.umn.edu/main-entry/zagaswe-idiwin-ni
gijigi-baatepin,gijigi-baatepiny1,NI,NI_VVny,"a rippled potato chip",https://ojibwe.lib.umn.edu/main-entry/gijigi-baatepin-ni
miskwaabigwan,miskwaabigwan,NI,NI_C,"a red flower",https://ojibwe.lib.umn.edu/main-entry/misko-waabigwan-ni
gaashiboojigan,gaashiboojigan,NA,NA_C,"a whetstone; a grindstone",https://ojibwe.lib.umn.edu/main-entry/gaashiboojigan-na
mizise,mizisew2,NA,NA_VV,"a turkey",https://ojibwe.lib.umn.edu/main-entry/mizise-na
miigisi-apikan,miigisi-apikan,NI,NI_C,"",https://ojibwe.lib.umn.edu/main-entry/miigisi-apikan-ni
miigis,miigis,NA,NA_C,"a Mide shell, a pearl",https://ojibwe.lib.umn.edu/main-entry/miigis-na
moona'ibaan,moona'ibaan,NI,NI_C,"a well",https://ojibwe.lib.umn.edu/main-entry/moona-ibaan-ni
nemaabiiwigamig,nemaabiiwigamigw2,NI,NI_Cw,"a pool hall",https://ojibwe.lib.umn.edu/main-entry/nemaabiiwigamig-ni
biinda'oojigan,biinda'oojigan,NI,NI_C,"",https://ojibwe.lib.umn.edu/main-entry/biinda-oojigan-ni
biiminakwaan,biiminakwaan,NI,NI_C,"rope, a rope",https://ojibwe.lib.umn.edu/main-entry/biiminakwaan-ni
miini-baashkiminasigani-biitoosijigani-bakwezhigan,miini-baashkiminasigani-biitoosijigani-bakwezhigan,NA,NA_C,"a blueberry pie",https://ojibwe.lib.umn.edu/main-entry/miini-baashkiminasigani-biitoosijigani-bakwezhigan-na
miziweshkiganens,miziweshkiganens,NI,NI_C,"a child's onesie",https://ojibwe.lib.umn.edu/main-entry/miziweshkiganens-ni
oshkiinzhigokaanan,oshkiinzhigokaan,NI,NI_C,"glasses, eyeglasses",https://ojibwe.lib.umn.edu/main-entry/oshkiinzhigokaanan-ni
wiis,wiis,NI,NI_C,"tripe: edible stomach lining of a ruminant",https://ojibwe.lib.umn.edu/main-entry/wiis-ni
abinoojiinh-makizinens,abinoojiinh-makizinens,NI,NI_C,"a child's shoe or moccasin",https://ojibwe.lib.umn.edu/main-entry/abinoojiinh-makizin-ni
niishtana ashi-niizh,niishtana-ashi-niizh,NI,NI_C,"",https://ojibwe.lib.umn.edu/main-entry/niishtana-ashi-niizh-ni
agwiiwin,agwiiwin,NI,NI_C,"a garment",https://ojibwe.lib.umn.edu/main-entry/agwiiwin-ni
naabidoo'igan,naabidoo'igan,NI,NI_C,"a beading needle",https://ojibwe.lib.umn.edu/main-entry/naabidoo-igan-ni
opinii-manidoons,opinii-manidoons,NA,NA_C,"a potato bug",https://ojibwe.lib.umn.edu/main-entry/opinii-manidoons-na
bakwezhiganaaboons,bakwezhiganaaboons,NI,NI_C,"gravy",https://ojibwe.lib.umn.edu/main-entry/bakwezhiganaaboons-ni
gigizhebaa-wiisiniwin,gigizhebaa-wiisiniwin,NI,NI_C,"breakfast",https://ojibwe.lib.umn.edu/main-entry/gigizhebaa-wiisiniwin-ni
zhiibiigishkaawayaan,zhiibiigishkaawayaan,NI,NI_C,"sweater, sweatshirt",https://ojibwe.lib.umn.edu/main-entry/zhiibiigishkaawayaan-ni
gwayakwaagamisijigan,gwayakwaagamisijigan,NI,NI_C,"a level",https://ojibwe.lib.umn.edu/main-entry/gwayakwaagamisijigan-ni
naabikwaanensi-jiimaan,naabikwaanensi-jiimaan,NI,NI_C,"a boat with an outboard motor",https://ojibwe.lib.umn.edu/main-entry/naabikwaanensi-jiimaan-ni
mashkikiiwadaawewigamig,mashkikiiwadaawewigamigw2,NI,NI_Cw,"a pharmacy, a drugstore",https://ojibwe.lib.umn.edu/main-entry/mashkikiiwadaawewigamig-ni
bakitejii'iganaak,bakitejii'iganaakw2,NI,NI_Cw,"a baseball bat",https://ojibwe.lib.umn.edu/main-entry/bakitejii-iganaak-ni
wiiyaasiwi-biitoonigan,wiiyaasiwi-biitoonigan,NI,NI_C,"a sandwich with a meat filling, a hamburger",https://ojibwe.lib.umn.edu/main-entry/wiiyaasiwi-biitoonigan-ni
asaawe,asaawew2,NA,NA_VV,"a perch",https://ojibwe.lib.umn.edu/main-entry/asaawe-na
diniigan,diniigan,NID,NID_C,"h/ shoulder blade (scapula)",https://ojibwe.lib.umn.edu/main-entry/odiniigan-nid
eshkanaatig,eshkanaatigw2,NI,NI_Cw,"an ice chisel handle",https://ojibwe.lib.umn.edu/main-entry/eshkanaatig-ni
azaadiiwanakoons,azaadiiwanakoons,NI,NI_C,"(tip of) poplar twig",https://ojibwe.lib.umn.edu/main-entry/azaadiiwanakoons-ni
agoojiganaatig,agoojiganaatigw2,NI,NI_Cw,"a clothesline pole",https://ojibwe.lib.umn.edu/main-entry/agoojiganaatig-ni
zhaawanoowinini,zhaawanoowininiw2,NA,NA_Vw,"someone from the south: a Mexican",https://ojibwe.lib.umn.edu/main-entry/zhaawanoowinini-na-9acb8736-f61a-455d-a8f8-9986b931b849
wiidanokiimaagan,wiidanokiimaagan,NA,NA_C,"a co-worker, a fellow worker",https://ojibwe.lib.umn.edu/main-entry/wiidanokiimaagan-na
nasaabikinigan,nasaabikinigan,NI,NI_C,"a trigger",https://ojibwe.lib.umn.edu/main-entry/nasaabikinigan-ni
madweyaabiigibijigan,madweyaabiigibijigan,NI,NI_C,"a guitar",https://ojibwe.lib.umn.edu/main-entry/madweyaabiigibijigan-ni
ininii-makizin,ininii-makizin,NI,NI_C,"a man's shoe or moccasin",https://ojibwe.lib.umn.edu/main-entry/ininii-makizin-ni
izhichigewin,izhichigewin,NI,NI_C,"a certain way of doing something, an activity, a deed",https://ojibwe.lib.umn.edu/main-entry/izhichigewin-ni
wanii'igesi,wanii'igesiw2,NA,NA_Vw,"a trapper",https://ojibwe.lib.umn.edu/main-entry/wanii-igesi-na
nanaa'idaabaanikewinini,nanaa'idaabaanikewininiw2,NA,NA_Vw,"an automobile mechanic",https://ojibwe.lib.umn.edu/main-entry/nanaa-idaabaanikewinini-na
bikwaakwado-bagamaagan,bikwaakwado-bagamaagan,NI,NI_C,"a ball-headed club",https://ojibwe.lib.umn.edu/main-entry/bikwaakwado-bagamaagan-ni
waagoshi-nagwaagan,waagoshi-nagwaagan,NI,NI_C,"a fox snare",https://ojibwe.lib.umn.edu/main-entry/waagoshi-nagwaagan-ni
minikwewigamig,minikwewigamigw2,NI,NI_Cw,"a tavern, a bar",https://ojibwe.lib.umn.edu/main-entry/minikwewigamig-ni
manidoo-dewe'igan,manidoo-dewe'igan,NA,NA_C,"a Big Drum",https://ojibwe.lib.umn.edu/main-entry/manidoo-dewe-igan-na
zhizhoobii'iganaatig,zhizhoobii'iganaatigw2,NI,NI_Cw,"a paint brush",https://ojibwe.lib.umn.edu/main-entry/zhizhoobii-iganaatig-ni
achikinaakobijigan,achikinaakobijigan,NI,NI_C,"a fence, a corral",https://ojibwe.lib.umn.edu/main-entry/achinaakobijigan-ni
madoodison,madoodison,NI,NI_C,"a sweat lodge",https://ojibwe.lib.umn.edu/main-entry/madoodison-ni
ozaawikosimaan,ozaawikosimaan,NI,NI_C,"a pumpkin",https://ojibwe.lib.umn.edu/main-entry/ozaawikosimaan-ni
zhaaganaashiiwaki,zhaaganaashiiwaky2,NI,NI_ShortCy,"Canada",https://ojibwe.lib.umn.edu/main-entry/zhaaganaashiiwaki-ni
adoopowin,adoopowin,NI,NI_C,"a table",https://ojibwe.lib.umn.edu/main-entry/adoopowin-ni
anokiiwigamig,anokiiwigamigw2,NI,NI_Cw,"a workshop, a factory",https://ojibwe.lib.umn.edu/main-entry/anokiiwigamig-ni
odazhegomoo,odazhegomoow2,NA,NA_VV,"rock bass",https://ojibwe.lib.umn.edu/main-entry/odazhegomoo-na
aandegwazison,aandegwazison,NI,NI_C,"a crow's nest",https://ojibwe.lib.umn.edu/main-entry/aandegwazison-ni
wadikwan,wadikwan,NI,NI_C,"a branch",https://ojibwe.lib.umn.edu/main-entry/wadikwan-ni
nagaakizid,nagaakizid,NID,NID_C,"h/ sole",https://ojibwe.lib.umn.edu/main-entry/onagaakizid-nid
manoomini-waabigwan,manoomini-waabigwan,NI,NI_C,"a wild rice flower",https://ojibwe.lib.umn.edu/main-entry/manoomini-waabigwan-ni
zhiibaakwa'ataan,zhiibaakwa'ataan,NI,NI_C,"a flat hide stretcher (especially for muskrats)",https://ojibwe.lib.umn.edu/main-entry/zhiibaakwa-ataan-ni
aazhawaandawaagan,aazhawaandawaagan,NI,NI_C,"a footbridge",https://ojibwe.lib.umn.edu/main-entry/aazhawaandawaagan-ni
mazinibii'iganaak,mazinibii'iganaakw2,NI,NI_Cw,"something to draw with: crayon, colored marker, chalk",https://ojibwe.lib.umn.edu/main-entry/mazinibii-iganaak-ni
gidochigan,gidochigan,NI,NI_C,"a device that speaks: a radio, a phonograph, a record player, a cd player",https://ojibwe.lib.umn.edu/main-entry/gidochigan-ni
gichi-gikinoo'amaagewikwe,gichi-gikinoo'amaagewikwew2,NA,NA_VV,"a school superintendent (female)",https://ojibwe.lib.umn.edu/main-entry/gichi-gikinoo-amaagewikwe-na
gookooshiwi-bimide,gookooshiwi-bimidew2,NI,NI_VV,"bacon grease",https://ojibwe.lib.umn.edu/main-entry/gookooshiwi-bimide-ni
ode'iminibag,ode'iminibagw2,NI,NI_Cw,"a strawberry leaf",https://ojibwe.lib.umn.edu/main-entry/ode-iminibag-ni
animo-moo,animo-moow2,NI,NI_VV,"(a piece of) dog shit",https://ojibwe.lib.umn.edu/main-entry/animo-moo-ni
asasawemin,asasawemin,NI,NI_C,"a chokecherry",https://ojibwe.lib.umn.edu/main-entry/asasawemin-ni
bine,binew2,NA,NA_VV,"a partridge; a ruffled grouse",https://ojibwe.lib.umn.edu/main-entry/bine-na
bine,binew2,NA,NA_VVw,"a partridge; a ruffled grouse",https://ojibwe.lib.umn.edu/main-entry/bine-na
naabese,naabesew2,NA,NA_VV,"",https://ojibwe.lib.umn.edu/main-entry/naabese-na
akwaandawaagan,akwaandawaagan,NI,NI_C,"something to climb up on or in: a stairway, a ladder, an elevator",https://ojibwe.lib.umn.edu/main-entry/akwaandawaagan-ni
bakitejii'igewin,bakitejii'igewin,NI,NI_C,"the game of baseball, playing baseball",https://ojibwe.lib.umn.edu/main-entry/bakitejii-igewin-ni
iinindib,iinindib,NID,NID_C,"STEM FOR: brain",https://ojibwe.lib.umn.edu/main-entry/iinindib-nid
nabagi-jiimaan,nabagi-jiimaan,NI,NI_C,"a flat-bottomed boat, a barge",https://ojibwe.lib.umn.edu/main-entry/nabagi-jiimaan-ni
apakwaan,apakwaan,NI,NI_C,"roofing",https://ojibwe.lib.umn.edu/main-entry/apakwaan-ni
zhaangweshi,zhaangweshiw2,NA,NA_Vw,"a mink",https://ojibwe.lib.umn.edu/main-entry/zhaangweshi-na
emikwaanens,emikwaanens,NI,NI_C,"teaspoon",https://ojibwe.lib.umn.edu/main-entry/emikwaanens-ni
gaagiigidoowinini,gaagiigidoowininiw2,NA,NA_Vw,"a speaker",https://ojibwe.lib.umn.edu/main-entry/gaagiigidoowinini-na
amiko-wiinin,amiko-wiininw2,NA,NA_Cw,"beaver fat",https://ojibwe.lib.umn.edu/main-entry/amiko-wiinin-na
doozhim,doozhim,NAD,NAD_C,"",https://ojibwe.lib.umn.edu/main-entry/nindoozhim-nad
ozaawi-gibozigan,ozaawi-gibozigan,NA,NA_C,"brown bread",https://ojibwe.lib.umn.edu/main-entry/ozaawi-gibozigan-na
okaadaak,okaadaakw2,NA,NA_Cw,"a carrot",https://ojibwe.lib.umn.edu/main-entry/okaadaak-na
gikinoo'amaagewinini,gikinoo'amaagewininiw2,NA,NA_Vw,"a teacher (male)",https://ojibwe.lib.umn.edu/main-entry/gikinoo-amaagewinini-na
aandeg,aandegw2,NA,NA_Cw,"a crow",https://ojibwe.lib.umn.edu/main-entry/aandeg-na
aandeg,aandegw,NA,NA_irrCw,"a crow",https://ojibwe.lib.umn.edu/main-entry/aandeg-na
gibide'ebizon,gibide'ebizon,NI,NI_C,"a vest",https://ojibwe.lib.umn.edu/main-entry/gibide-ebizon-ni
waawaashkeshiwidoodikosiw,waawaashkeshiwidoodikosiw,NA,NA_C,"a deer kidney",https://ojibwe.lib.umn.edu/main-entry/waawaashkeshiwidoodikosiw-na
wazhashkwaazh,wazhashkwaazh,NI,NI_C,"a muskrat den",https://ojibwe.lib.umn.edu/main-entry/wazhashkwaazh-ni
waabishkiigin,waabishkiiginw2,NI,NI_Cw,"a sheet; white cloth",https://ojibwe.lib.umn.edu/main-entry/waabishkiigin-ni
nooshkaachinaagan,nooshkaachinaagan,NI,NI_C,"a winnowing tray, a winnowing basket",https://ojibwe.lib.umn.edu/main-entry/nooshkaachinaagan-ni
nengawiminaganzh,nengawiminaganzhy,NI,NI_C,"a sand cherry bush",https://ojibwe.lib.umn.edu/main-entry/nengawiminaganzh-na
amikwaazh,amikwaazh,NI,NI_C,"underwater trench and tunnel entrance to a beaver lodge",https://ojibwe.lib.umn.edu/main-entry/amikwaazh-ni
gashkadino-giizis,gashkadino-giizisw2,NA,NA_Cw,"November",https://ojibwe.lib.umn.edu/main-entry/gashkadino-giizis-na
biisi-zhooniyaans,biisi-zhooniyaans,NA,NA_C,"small change",https://ojibwe.lib.umn.edu/main-entry/biisi-zhooniyaans-na
ziinzibaakwadoons-adaawewigamig,ziinzibaakwadoons-adaawewigamigw2,NI,NI_Cw,"a candy store",https://ojibwe.lib.umn.edu/main-entry/ziinzibaakwadoons-adaawewigamig-ni
wiigwaas,wiigwaas,NA,NA_C,"a birch",https://ojibwe.lib.umn.edu/main-entry/wiigwaas-na
waabozowiinzob,waabozowiinzoby,NI,NI_C,"a rabbit gallbladder",https://ojibwe.lib.umn.edu/main-entry/waabozowiinzob-ni
eyiidawaabidewi-waagaakwad,eyiidawaabidewi-waagaakwadw2,NI,NI_Cw,"a double-bladed ax",https://ojibwe.lib.umn.edu/main-entry/eyiidawaabidewi-waagaakwad-ni
zhingwaakwanagek,zhingwaakwanagekw,NA,NA_irrCw,"(a piece of) pine bark",https://ojibwe.lib.umn.edu/main-entry/zhingwaakwanagek-na
mazhoominaaboo,mazhoominaaboow2,NI,NI_VV,"wine",https://ojibwe.lib.umn.edu/main-entry/mazhoominaaboo-ni
baapaashkizige-giizis,baapaashkizige-giizisw2,NA,NA_Cw,"July",https://ojibwe.lib.umn.edu/main-entry/baapaashkizige-giizis-na
gibaabowe'igan,gibaabowe'igan,NI,NI_C,"a lid or cover over a container with liquid in it: a pot lid, a jar lid",https://ojibwe.lib.umn.edu/main-entry/gibaabowe-igan-ni
wewebanaabaaneyaab,wewebanaabaaneyaaby,NI,NI_C,"fishing line",https://ojibwe.lib.umn.edu/main-entry/wewebanaabaaneyaab-ni
ozide-miikana,ozide-miikanaw,NI,NI_Kana,"a footpath",https://ojibwe.lib.umn.edu/main-entry/ozide-miikana-ni
zaga'igan,zaga'igan,NI,NI_C,"a nail, a spike",https://ojibwe.lib.umn.edu/main-entry/zaga-igan-ni
minjimaakwa'igan,minjimaakwa'igan,NI,NI_C,"a clothespin",https://ojibwe.lib.umn.edu/main-entry/minjimaakwa-igan-ni
